REACTION,KCAT [1/hr]
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
FUCFUCGALACGLCGALGLUSIDEte_rev,nan
FUCFUCGALACGLCGALGLUSIDEtg_rev,nan
FUCGAL14ACGLCGALGLUSIDEte_rev,nan
FUCGAL14ACGLCGALGLUSIDEtg_rev,nan
FUCGALFUCGALACGLCGALGLUSIDEte_rev,nan
FUCGALFUCGALACGLCGALGLUSIDEtg_rev,nan
FUCGALGBSIDEte_rev,nan
FUCGALGBSIDEtg_rev,nan
FUM_rev,907320
FUMm_rev,907320
FUMSO3tm_rev,nan
FUMSO4tm_rev,nan
FUMtm_rev,nan
FUMTSULtm_rev,nan
G3PD1_rev,32101.796571
G5SADrm_rev,nan
G6PDH1rer_rev,531508.8
G6PDH2r_rev,866250
G6PDH2rer_rev,531508.8
G6Pter_rev,nan
GACMTRc_rev,4751.76
GALACGLCGALGBSIDEte_rev,nan
GALACGLCGALGBSIDEtg_rev,nan
GALFUC12GAL14ACGLCGALGLUSIDEte_rev,nan
GALFUC12GAL14ACGLCGALGLUSIDEtg_rev,nan
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
GALGALGALTHCRMte_rev,nan
GALGALGALTHCRMtg_rev,nan
GALGLUSIDEtg_rev,nan
GALGLUSIDEtl_rev,nan
GALOR_rev,2965.745455
GALSIDEtg_rev,nan
GALSIDEtl_rev,nan
GALT_rev,31320
GALt1r_rev,nan
GALt2_2_rev,nan
GALt4_rev,nan
GALU_rev,113854.2
GAMt1r_rev,nan
GAPD_rev,264816
GARFT_rev,2487.489231
GBSIDEte_rev,nan
GBSIDEtl_rev,nan
GCC2am_rev,52524
GCC2cm_rev,52524
GCCam_rev,52524
GCCcm_rev,52524
GCHOLAt_rev,nan
GCHOLAte_rev,nan
GCHOLAtx_rev,nan
GD1B2te_rev,nan
GD1B2tg_rev,nan
GD1Cte_rev,nan
GD1Ctg_rev,nan
GDPFUCtg_rev,nan
GDPtg_rev,nan
GGT5r_rev,4140000
GGT6_rev,4140000
GHMT2r_rev,18000
GHMT2rm_rev,18000
GK1_rev,nan
GK1m_rev,nan
GLACter_rev,nan
GLCt1r_rev,nan
GLCt2_2_rev,nan
GLCt4_rev,nan
GLCter_rev,nan
GLCtg_rev,nan
GLCURtly_rev,nan
GLNLASEer_rev,691200
GLNtN1_rev,nan
GLRASE_rev,95400
GLUDxm_rev,417600
GLUDym_rev,16652700
GLUt2m_rev,nan
GLUtr_rev,nan
GLXtm_rev,nan
GLXtp_rev,nan
GLYAMDTRc_rev,618827.510204
GLYATm_rev,36283.68
GLYBt4_2_r_rev,nan
GLYBtm_rev,nan
GLYCt_rev,nan
GLYCtm_rev,nan
GLYt2r_rev,nan
GLYt2rL_rev,nan
GLYt7_211_r_rev,nan
GLYtm_rev,nan
GLYtp_rev,nan
GMPtg_rev,6719.76
GMPtn_rev,nan
GP1CALPHAte_rev,nan
GP1CALPHAtg_rev,nan
GP1Cte_rev,nan
GP1Ctg_rev,nan
GQ1BALPHAte_rev,nan
GQ1BALPHAtg_rev,nan
GQ1Bte_rev,nan
GQ1Btg_rev,nan
GSNt_rev,nan
GSNtl_rev,nan
GSNtm_rev,nan
GT1Ate_rev,nan
GT1Atg_rev,nan
GTHRDt_rev,nan
GTHRDtr_rev,nan
GTPtn_rev,nan
GUAt_rev,nan
GULN3D_rev,14639.4
GULNDer_rev,461367.969231
H2CO3D_rev,104760000
H2O2t_rev,nan
H2O2tly_rev,nan
H2O2tn_rev,nan
H2O2tp_rev,nan
H2Ot_rev,nan
H2Oter_rev,nan
H2Otg_rev,nan
H2Otly_rev,nan
H2Otm_rev,nan
H2Otn_rev,nan
H2Otp_rev,nan
HACD1m_rev,3328740
HACD1x_rev,3328740
HACD9m_rev,680.4
HCO3_CLt_rev,nan
HCOUMARINte_rev,nan
HDCAtr_rev,nan
HDCEAtr_rev,nan
HDD2COAtx_rev,nan
HESTRATRIOLte_rev,nan
HESTRATRIOLtr_rev,nan
HEXCCOAtx_rev,nan
HEXCt_rev,nan
HIBDm_rev,13662
HISTAtu_rev,nan
HIStN1_rev,nan
HMGCOAtm_rev,nan
HMGCOAtx_rev,nan
HPACtr_rev,nan
HPDCAt_rev,nan
HPYRtp_rev,nan
HRETNtn_rev,nan
HSD11B1r_rev,0.36234
HSD11B2r_rev,nan
HSD17B1_rev,15840
HSD3A1r_rev,20856
HSD3A2r_rev,20856
HTAXOLte_rev,nan
Htg_rev,nan
Htr_rev,nan
Htx_rev,nan
HXANtl_rev,nan
HYXNt_rev,nan
ICDHyrm_rev,149577.964615
IDOURtly_rev,nan
IDPtn_rev,nan
ILEt5m_rev,nan
ILETA_rev,2457000
ILETAm_rev,2457000
ILEtec_rev,nan
IMPC_rev,30960
INSt_rev,nan
INStl_rev,nan
INStm_rev,nan
INSTt2r_rev,nan
INSTt4_rev,nan
IPDDIx_rev,127095
IPDPtr_rev,127095
IPDPtx_rev,127095
It_rev,nan
ITCOAL1m_rev,81000
ITCOALm_rev,75600
ITPtn_rev,nan
KCC2t_rev,nan
KCCt_rev,nan
Kt3g_rev,nan
LALDO_rev,778045.5
LCYSTAT_rev,942000
LCYSTATm_rev,942000
LDH_D_rev,1171872
LDH_L_rev,1054382.4
LDH_Lm_rev,1054382.4
LEUKTRA4t_rev,633815.25
LEUKTRA4tr_rev,nan
LEUKTRB4t_rev,nan
LEUKTRB4tr_rev,nan
LEUKTRC4t_rev,nan
LEUKTRD4t_rev,nan
LEUKTRD4tr_rev,nan
LEUKTRE4t_rev,nan
LEUKTRF4t_rev,nan
LEUt5m_rev,nan
LEUTA_rev,2651400
LEUTAm_rev,2651400
LEUtec_rev,nan
LGNCCOAtx_rev,nan
LGNCt_rev,nan
LIMNENte_rev,nan
L_LACt2r_rev,nan
L_LACt4r_rev,nan
LNELDCt_rev,nan
LNLCt_rev,nan
LNLNCAt_rev,nan
LNLNCGt_rev,nan
LPCHOLt_rev,nan
LS3_rev,nan
LTC4CP_rev,4140000
LTD4DP_rev,4140000
LYStm_rev,nan
LYStn_rev,nan
MAGt_rev,123030
MALSO3tm_rev,nan
MALSO4tm_rev,nan
MALtm_rev,nan
MALTSULtm_rev,nan
MALTt1r_rev,nan
MAN6PI_rev,507600
MANt1r_rev,nan
MANt4_rev,nan
MCCCrm_rev,3456
MCLOR_rev,1701977.142857
MCOATA_rev,9720
MCOATAm_rev,1470724.38
MDH_rev,78290533.08675
MDHm_rev,78290533.08675
MECOALm_rev,75600
MECOAS1m_rev,81000
MEOHt2_rev,nan
MEOHtly_rev,nan
MEOHtr_rev,nan
METtec_rev,nan
MGACONm_rev,nan
MGCHrm_rev,216000
MI13456Ptn_rev,nan
MI1346Ptn_rev,nan
MI14Ptn_rev,nan
MI1P_Dtn_rev,nan
MICITDr_rev,673710
MINOHPtn_rev,nan
MMEm_rev,10296000
MMMm_rev,172800
MTHFC_rev,66901.333333
MTHFCm_rev,66901.333333
MTHFD_rev,23760
MTHFD2_rev,23760
MTHFD2m_rev,23760
MTHFDm_rev,23760
MTRI_rev,92016
NADtn_rev,nan
NAHCO3_HCLt_rev,nan
NAIt_rev,nan
NAt_rev,nan
NAt3_1_rev,nan
NAt3_1g_rev,nan
NAt5_rev,nan
NAtx_rev,nan
NCKt_rev,nan
NCNt_rev,nan
NDPK1_rev,nan
NDPK10_rev,280646.16
NDPK10m_rev,280646.16
NDPK10n_rev,280646.16
NDPK1m_rev,114000
NDPK1n_rev,114000
NDPK2_rev,nan
NDPK2m_rev,280646.16
NDPK2n_rev,280646.16
NDPK3_rev,nan
NDPK3m_rev,483840
NDPK3n_rev,483840
NDPK4_rev,nan
NDPK4n_rev,123240
NDPK5_rev,nan
NDPK5n_rev,280646.16
NDPK6_rev,nan
NDPK6m_rev,280646.16
NDPK6n_rev,280646.16
NDPK7_rev,nan
NDPK7n_rev,280646.16
NDPK8_rev,nan
NDPK8n_rev,280646.16
NDPK9_rev,280646.16
NDPK9m_rev,280646.16
NDPK9n_rev,280646.16
NH4t3r_rev,nan
NH4tn_rev,nan
NH4tp_rev,nan
NICRNTtn_rev,nan
NIFEDIPINEte_rev,nan
NKCC2t_rev,nan
NKCCt_rev,nan
NMNATr_rev,nan
NMNtn_rev,nan
NOt_rev,nan
NPTHLte_rev,nan
NRPPHRt4_2_r_rev,nan
NRPPHRtu_rev,nan
NRVNCCOAtx_rev,nan
NRVNCt_rev,nan
O2St_rev,nan
O2Stm_rev,nan
O2Stn_rev,nan
O2Stx_rev,nan
O2t_rev,nan
O2ter_rev,nan
O2tm_rev,nan
O2tn_rev,nan
O2tp_rev,nan
OAGD3te_rev,nan
OAGD3tg_rev,nan
OAGT3te_rev,nan
OAGT3tg_rev,nan
OCCOAtx_rev,nan
OCDCAtr_rev,nan
OCDCEAtr_rev,nan
OCTAt_rev,nan
ODECOAtx_rev,nan
OMEPRAZOLEte_rev,nan
ONPTHLte_rev,nan
ORETNtn_rev,nan
ORETNtn2_rev,nan
ORNt3m_rev,nan
ORNt4m_rev,nan
ORNTArm_rev,5239.92
ORPT_rev,14166
P450SCC1m_rev,nan
PA_HSter_rev,nan
PA_HStg_rev,nan
PA_HStn_rev,nan
PAFt_rev,nan
PAIL_HStn_rev,nan
PAIL45P_HStn_rev,nan
PAIL4P_HStn_rev,nan
PAPStg_rev,nan
PCHOL_HSter_rev,nan
PCHOL_HStg_rev,nan
PE_HSter_rev,nan
PE_HStg_rev,nan
PE_HStm_rev,nan
PEPLYStn_rev,nan
PERILLYLte_rev,nan
PEt_rev,nan
PGDI_rev,9504
PGDIr_rev,9504
PGESr_rev,166800
PGI_rev,11988000
PGISr_rev,52110
PGK_rev,nan
PGLYCt_rev,68400
PGM_rev,4120800
PGMT_rev,360342
PHCHGSm_rev,nan
PHEACGLNt_rev,nan
PHEMEtm_rev,nan
PHETA1_rev,88497
PHETA1m_rev,88497
PHEtec_rev,nan
PHYTt_rev,nan
PIt7_rev,nan
PIter_rev,nan
PItn_rev,nan
PItx_rev,nan
PMANM_rev,172656
PMTCOAtx_rev,nan
PNP_rev,67587.428571
PPItr_rev,nan
PPItx_rev,nan
PPM_rev,329760
PPMI12346Ptn_rev,nan
PPMI1346Ptn_rev,nan
PPPG9tm_rev,nan
PPPItn_rev,nan
PRAGSr_rev,nan
PRASCS_rev,nan
PRGNLONEtm_rev,nan
PRGNLONEtr_rev,nan
PRGSTRNt_rev,nan
PRISTANALtx_rev,nan
PRISTCOAtx_rev,nan
PRISTtx_rev,nan
PRODt2r_rev,nan
PRODt2rL_rev,nan
PROSTGD2t_rev,nan
PROSTGE1t_rev,nan
PROSTGE2t_rev,nan
PROSTGE2t2_rev,nan
PROSTGF2t_rev,nan
PROSTGH2t_rev,nan
PROSTGI2t_rev,nan
PROSTGI2tr_rev,nan
PROt2r_rev,nan
PROt2rL_rev,nan
PRPPS_rev,nan
PS_HSter_rev,nan
PS_HStg_rev,nan
PSSA1_hs_rev,32101.796571
PSSA2_hs_rev,32101.796571
PSt3_rev,144465.3
PTDCAt_rev,nan
PUNP1_rev,288988.227857
PUNP2_rev,588342.857143
PUNP3_rev,588342.857143
PUNP4_rev,588342.857143
PUNP5_rev,588342.857143
PUNP6_rev,588342.857143
PUNP7_rev,288988.227857
PVD3_rev,nan
PYAM5Ptm_rev,nan
PYDAMtr_rev,nan
PYDX5Ptm_rev,nan
PYDXNtr_rev,nan
PYDXtr_rev,nan
PYNP2r_rev,350482.5
PYRt2m_rev,nan
PYRt2p_rev,nan
PYRt2r_rev,nan
RAI1_rev,72
RAI2_rev,72
RAI3_rev,nan
RAI4_rev,nan
RAtn_rev,nan
RAtn3_rev,nan
RDH1_rev,72
RDH2_rev,72
RDH3_rev,72
RDH4_rev,72
RETI1_rev,1.584
RETI2_rev,1.584
RETI3_rev,1.584
RETNt_rev,nan
RIBt_rev,nan
RPE_rev,4680000
RPI_rev,7200
RTOTAL2t_rev,nan
RTOTAL3t_rev,nan
RTOTALt_rev,nan
Rtotaltl_rev,nan
Rtotaltp_rev,nan
S3TASE1ly_rev,7412846.856576
S3TASE2ly_rev,7412846.856576
S3TASE3ly_rev,7412846.856576
S4TASE1ly_rev,514800
S4TASE2ly_rev,514800
S4TASE3ly_rev,514800
S4TASE4ly_rev,514800
S4TASE5ly_rev,514800
S6TASE10ly_rev,7412846.856576
S6TASE11ly_rev,7412846.856576
S6TASE12ly_rev,7412846.856576
S6TASE13ly_rev,7412846.856576
S6TASE14ly_rev,7412846.856576
S6TASE15ly_rev,7412846.856576
S6TASE16ly_rev,7412846.856576
S6TASE17ly_rev,7412846.856576
S6TASE18ly_rev,7412846.856576
S6TASE19ly_rev,7412846.856576
S6TASE1ly_rev,7412846.856576
S6TASE20ly_rev,7412846.856576
S6TASE21ly_rev,7412846.856576
S6TASE22ly_rev,7412846.856576
S6TASE23ly_rev,7412846.856576
S6TASE24ly_rev,7412846.856576
S6TASE25ly_rev,7412846.856576
S6TASE26ly_rev,7412846.856576
S6TASE2ly_rev,7412846.856576
S6TASE3ly_rev,7412846.856576
S6TASE4ly_rev,7412846.856576
S6TASE5ly_rev,7412846.856576
S6TASE6ly_rev,7412846.856576
S6TASE7ly_rev,7412846.856576
S6TASE8ly_rev,7412846.856576
S6TASE9ly_rev,7412846.856576
SCP21x_rev,nan
SCP22x_rev,nan
SEAHCYStn_rev,nan
SEASMETtn_rev,nan
SELt4_3_rev,nan
Ser_Thrtg_rev,nan
SERDGLNexR_rev,nan
SERDGLYexR_rev,nan
SERGLNexR_rev,nan
SERGLYexR_rev,nan
SERtN1_rev,nan
SERtp_rev,nan
SGALSIDEtg_rev,nan
SGALSIDEtl_rev,nan
sink_pre_prot(r)_rev,7412846.856576
SLDx_rev,1117361.44
SLDxm_rev,86689584
SO4t4_2_rev,nan
SO4tl_rev,nan
SPC_HSt_rev,nan
SPH1Pte_rev,nan
SPH1Ptr_rev,nan
SPHGNtr_rev,nan
SPHINGStl_rev,nan
SPHINGStr_rev,nan
SPHMYLNtg_rev,nan
SPHMYLNtl_rev,nan
SPHS1Pte_rev,nan
SPHS1Ptr_rev,nan
SRTNt6_2_r_rev,nan
SRTNtu_rev,nan
STCOAtx_rev,nan
STRDNCt_rev,nan
SUCCt2m_rev,nan
SUCCt4_2_rev,nan
SUCCtp_rev,nan
SUCD1m_rev,108000
SUCOAS1m_rev,108000
SUCOASm_rev,291600
T2M26DCOAHLm_rev,5058800
T2M26DCOAHLx_rev,5058800
TAGt_rev,nan
TALA_rev,23184
TAURt4_2_r_rev,nan
TAURtcx_rev,nan
TAXOLte_rev,nan
TCHOLAt_rev,nan
TCHOLAte_rev,nan
TCHOLAtx_rev,nan
TDCHOLAte_rev,nan
TDCHOLAtx_rev,nan
TETHEX3COAtx_rev,nan
TETHEX3t_rev,nan
TETPENT3COAtx_rev,nan
TETPENT3t_rev,nan
TETPENT6COAtx_rev,nan
TETPENT6t_rev,nan
TETTET6COAtx_rev,nan
TETTET6t_rev,nan
THCHOLSTOICtm_rev,nan
THFt2_rev,nan
THFtl_rev,nan
THFtm_rev,nan
THMMPt4_rev,nan
THMMPtm_rev,nan
THMt3_rev,nan
THP2Ctp_rev,nan
THRGLNexR_rev,nan
THRGLYexR_rev,nan
THYMDtl_rev,nan
THYMDtm_rev,nan
THYMt_rev,nan
THYOXt_rev,nan
THYOXt2_rev,nan
TKT1_rev,73860525.63
TKT2_rev,73860525.63
TMDPP_rev,5466.6
TMNDNCCOAtx_rev,nan
TMNDNCt_rev,nan
TOLBUTAMIDEte_rev,nan
TPI_rev,4681730618.18182
TRIODTHYt_rev,nan
TRIODTHYt2_rev,nan
TRPt_rev,nan
TS3_rev,nan
TSTSTERONEGLCtr_rev,nan
TSTSTERONESte_rev,nan
TSTSTERONEt_rev,1681.2
TSTSTERONEtr_rev,nan
TSULt4_3_rev,nan
TTDCAtr_rev,nan
TXA2te_rev,nan
TXA2tr_rev,nan
TYRt_rev,nan
TYRTA_rev,88800
TYRTAm_rev,88800
UAG4E_rev,54202695
UDPACGALtl_rev,nan
UDPG4E_rev,1012944
UDPGALtg_rev,nan
UDPGLCAter_rev,nan
UDPGLCAtg_rev,nan
UDPGLCter_rev,nan
UDPGLCtg_rev,nan
UDPtl_rev,nan
UDPXYLter_rev,nan
UDPXYLtg_rev,nan
UGALNACter_rev,nan
UGALNACtg_rev,nan
UGLCNACtg_rev,nan
UGLT_rev,31320
UGT1A10r_rev,20856
UMPK_rev,nan
UMPK2_rev,277920
UMPK2n_rev,277920
UMPK3_rev,277920
UMPK3n_rev,277920
UMPK4_rev,277920
UMPK4n_rev,277920
UMPK5_rev,277920
UMPK5n_rev,277920
UMPK6_rev,277920
UMPK6n_rev,277920
UMPK7_rev,277920
UMPK7n_rev,277920
UMPKm_rev,nan
UMPKn_rev,277920
UMPtr_rev,399600
URAt_rev,nan
UREAt_rev,nan
UREAt5_rev,nan
UREAtm_rev,nan
URIDK2m_rev,nan
URIt_rev,nan
Uritl_rev,nan
Uritm_rev,nan
Uritn_rev,nan
UROLACer_rev,95400
UTPtn_rev,nan
VACCt_rev,nan
VALt5m_rev,nan
VALTA_rev,2457000
VALTAm_rev,2457000
VALtec_rev,nan
VD3_rev,nan
VITD2tm_rev,nan
WHDDCAte_rev,nan
WHHDCAte_rev,nan
WHTSTSTERONEte_rev,nan
WHTTDCAte_rev,nan
XOL27OHtm_rev,nan
XOL7AH2tm_rev,nan
XOL7AH2tr_rev,nan
XOL7AONEtr_rev,nan
XOLDIOLONEt_rev,nan
XOLDIOLONEtm_rev,nan
XOLEST2te_rev,nan
XOLESTte_rev,nan
XOLTRI24tc_rev,nan
XOLTRI24te_rev,nan
XOLTRI25tc_rev,nan
XOLTRI25te_rev,nan
XOLTRI27tc_rev,nan
XOLTRI27te_rev,nan
XOLTRIOLtm_rev,nan
XOLTRIOLtr_rev,nan
XYLt_rev,nan
XYLTD_Dr_rev,4323480
XYLTt_rev,nan
XYLUR_rev,2250
EX_4abutn(e)_rev,nan
EX_acmana(e)_rev,nan
EX_ahdt(e)_rev,nan
EX_ctp(e)_rev,nan
EX_dgmp(e)_rev,nan
EX_dgtp(e)_rev,nan
EX_dha(e)_rev,nan
EX_dhap(e)_rev,nan
EX_dtmp(e)_rev,nan
EX_dttp(e)_rev,nan
EX_fad(e)_rev,nan
EX_fald(e)_rev,nan
EX_g1p(e)_rev,nan
EX_HC00229(e)_rev,nan
EX_HC00250(e)_rev,nan
EX_HC01104(e)_rev,nan
EX_HC01361(e)_rev,nan
EX_HC01440(e)_rev,nan
EX_HC01441(e)_rev,nan
EX_HC01444(e)_rev,nan
EX_HC01446(e)_rev,nan
EX_HC01577(e)_rev,nan
EX_HC01609(e)_rev,nan
EX_HC01610(e)_rev,nan
EX_HC01700(e)_rev,nan
EX_HC02160(e)_rev,nan
EX_HC02161(e)_rev,nan
EX_itp(e)_rev,nan
EX_orot(e)_rev,nan
EX_prpp(e)_rev,nan
EX_ptrc(e)_rev,nan
EX_pydx5p(e)_rev,nan
EX_spmd(e)_rev,nan
EX_udpg(e)_rev,nan
r0002_rev,nan
r0016_rev,7412846.856576
r0021_rev,631980
r0022_rev,631980
r0027_rev,31095
r0051_rev,27258
r0055_rev,947585.215385
r0074_rev,618827.510204
r0081_rev,114508.8
r0129_rev,10548
r0130_rev,10548
r0139_rev,2052000
r0145_rev,3870
r0149_rev,2052000
r0170_rev,6684
r0173_rev,1054382.4
r0178_rev,96750
r0181_rev,2052000
r0193_rev,9571.5
r0196_rev,621.415385
r0202_rev,17930700
r0208_rev,269820
r0239_rev,579600
r0242_rev,604800
r0245_rev,205920
r0249_rev,7200
r0267_rev,7412846.856576
r0268_rev,7412846.856576
r0276_rev,1008
r0281_rev,1117361.44
r0309_rev,3822046.296429
r0317_rev,7412846.856576
r0345_rev,288988.227857
r0381_rev,6120
r0388_rev,702
r0389_rev,684
r0390_rev,202165.714286
r0391_rev,67587.428571
r0392_rev,23934.386441
r0394_rev,183857.538462
r0399_rev,23508
r0400_rev,7412846.856576
r0403_rev,13528.2
r0407_rev,8380.8
r0408_rev,1285200
r0409_rev,1285200
r0410_rev,1944
r0422_rev,149577.964615
r0424_rev,149577.964615
r0425_rev,149577.964615
r0426_rev,13410
r0434_rev,3822046.296429
r0437_rev,3822046.296429
r0441_rev,3822046.296429
r0450_rev,61320
r0463_rev,4611.06
r0464_rev,23934.386441
r0472_rev,10192.2
r0474_rev,10192.2
r0475_rev,10192.2
r0480_rev,10332
r0483_rev,346915.2
r0488_rev,82.8
r0494_rev,2052000
r0497_rev,72000
r0512_rev,3888
r0517_rev,621.415385
r0525_rev,7248
r0527_rev,11880
r0531_rev,11520
r0539_rev,6120
r0541_rev,837233.654795
r0547_rev,123030
r0549_rev,23934.386441
r0552_rev,966600
r0553_rev,966600
r0556_rev,7412846.856576
r0558_rev,7412846.856576
r0559_rev,526813.2
r0570_rev,329760
r0571_rev,2651400
r0575_rev,6684
r0578_rev,3510.626087
r0584_rev,1899257.142857
r0587_rev,388800
r0591_rev,1899257.142857
r0603_rev,24240000
r0610_rev,1285200
r0611_rev,1285200
r0614_rev,10440
r0615_rev,6120240
r0616_rev,6120240
r0617_rev,5593920
r0620_rev,7412846.856576
r0627_rev,898077.777778
r0629_rev,759967.953
r0630_rev,759967.953
r0633_rev,3822046.296429
r0634_rev,3822046.296429
r0638_rev,3822046.296429
r0641_rev,4140000
r0642_rev,23934.386441
r0643_rev,23934.386441
r0644_rev,526813.2
r0645_rev,837233.654795
r0647_rev,nan
r0650_rev,759967.953
r0651_rev,759967.953
r0652_rev,3822046.296429
r0655_rev,2651400
r0660_rev,5058800
r0666_rev,10392.32
r0668_rev,17050.371429
r0672_rev,759967.953
r0679_rev,3510.626087
r0680_rev,3510.626087
r0686_rev,92016
r0688_rev,23934.386441
r0707_rev,604800
r0722_rev,680.4
r0724_rev,3822046.296429
r0726_rev,680.4
r0728_rev,730800
r0735_rev,3822046.296429
r0739_rev,778045.5
r0741_rev,164.34
r0747_rev,10.8
r0750_rev,10.8
r0752_rev,123030
r0754_rev,123030
r0756_rev,123030
r0758_rev,23934.386441
r0774_rev,7412846.856576
r0780_rev,638.64
r0781_rev,638.64
r0783_rev,638.64
r0784_rev,461367.969231
r0788_rev,12348
r0789_rev,10332
r0791_rev,3822046.296429
r0792_rev,232740
r0796_rev,nan
r0797_rev,nan
r0801_rev,nan
r0809_rev,nan
r0812_rev,nan
r0817_rev,nan
r0819_rev,nan
r0821_rev,nan
r0822_rev,nan
r0829_rev,nan
r0830_rev,nan
r0834_rev,nan
r0835_rev,nan
r0836_rev,nan
r0838_rev,nan
r0839_rev,nan
r0840_rev,nan
r0841_rev,nan
r0842_rev,nan
r0860_rev,nan
r0870_rev,nan
r0871_rev,nan
r0885_rev,nan
r0886_rev,nan
r0892_rev,nan
r0899_rev,nan
r0907_rev,nan
r0908_rev,nan
r0909_rev,nan
r0911_rev,nan
r0913_rev,nan
r0915_rev,nan
r0917_rev,nan
r0932_rev,nan
r0937_rev,nan
r0940_rev,nan
r0941_rev,nan
r0942_rev,nan
r0944_rev,nan
r0946_rev,nan
r0954_rev,nan
r0960_rev,nan
r0970_rev,nan
r0973_rev,nan
r0974_rev,nan
r0984_rev,nan
r0987_rev,nan
r0989_rev,nan
r0990_rev,nan
r0994_rev,nan
r0995_rev,nan
r0998_rev,nan
r0999_rev,nan
r1007_rev,nan
r1010_rev,nan
r1018_rev,nan
r1019_rev,nan
r1020_rev,nan
r1021_rev,nan
r1030_rev,nan
r1050_rev,nan
r1051_rev,nan
r1088_rev,nan
r1106_rev,nan
r1109_rev,7412846.856576
r1116_rev,nan
r1117_rev,nan
r1135_rev,2628
r1147_rev,nan
r1148_rev,nan
r1154_rev,673710
r1156_rev,11520
r1159_rev,11520
r1291_rev,2254.8
r1292_rev,2254.8
r1302_rev,nan
r1318_rev,nan
r1377_rev,7412846.856576
r1378_rev,124200
r1380_rev,638.64
r1381_rev,1522.8
r1384_rev,4255.2
r1418_rev,1087530000.12
r1421_rev,947134285.817143
r1428_rev,nan
r1429_rev,nan
r1453_rev,nan
r1459_rev,2484
r1464_rev,2484
r1466_rev,7412846.856576
r1467_rev,7412846.856576
r1468_rev,7412846.856576
r1487_rev,2254.8
r1488_rev,2254.8
r1544_rev,nan
r1546_rev,nan
r1547_rev,nan
r1548_rev,nan
r1549_rev,nan
r1551_rev,nan
r1552_rev,nan
r1553_rev,nan
r1554_rev,nan
r1556_rev,nan
r1557_rev,nan
r1559_rev,nan
r1560_rev,nan
r1561_rev,nan
r1562_rev,nan
r1563_rev,nan
r1564_rev,nan
r1565_rev,nan
r1566_rev,nan
r1567_rev,nan
r1568_rev,nan
r1569_rev,nan
r1570_rev,nan
r1571_rev,nan
r1573_rev,nan
r1574_rev,nan
r1575_rev,nan
r1576_rev,nan
r1578_rev,nan
r1579_rev,nan
r1580_rev,nan
r1581_rev,nan
r1583_rev,nan
r1584_rev,nan
r1585_rev,nan
r1586_rev,nan
r1587_rev,nan
r1588_rev,nan
r1589_rev,nan
r1590_rev,nan
r1591_rev,nan
r1592_rev,nan
r1593_rev,nan
r1594_rev,nan
r1595_rev,nan
r1596_rev,nan
r1597_rev,nan
r1598_rev,nan
r1599_rev,nan
r1600_rev,nan
r1602_rev,nan
r1603_rev,nan
r1604_rev,nan
r1605_rev,nan
r1606_rev,nan
r1607_rev,nan
r1608_rev,nan
r1609_rev,nan
r1610_rev,nan
r1611_rev,nan
r1612_rev,nan
r1613_rev,nan
r1614_rev,nan
r1615_rev,nan
r1616_rev,nan
r1617_rev,nan
r1618_rev,nan
r1619_rev,nan
r1620_rev,nan
r1621_rev,nan
r1622_rev,nan
r1623_rev,nan
r1624_rev,nan
r1625_rev,nan
r1626_rev,nan
r1627_rev,nan
r1628_rev,nan
r1629_rev,nan
r1630_rev,nan
r1631_rev,nan
r1632_rev,nan
r1633_rev,nan
r1634_rev,nan
r1635_rev,nan
r1636_rev,nan
r1637_rev,nan
r1638_rev,nan
r1639_rev,nan
r1640_rev,nan
r1641_rev,nan
r1642_rev,nan
r1643_rev,nan
r1644_rev,nan
r1645_rev,nan
r1646_rev,nan
r1647_rev,nan
r1648_rev,nan
r1649_rev,nan
r1650_rev,nan
r1651_rev,nan
r1652_rev,nan
r1653_rev,nan
r1654_rev,nan
r1655_rev,nan
r1656_rev,nan
r1657_rev,nan
r1658_rev,nan
r1659_rev,nan
r1660_rev,nan
r1661_rev,nan
r1662_rev,nan
r1664_rev,nan
r1665_rev,nan
r1666_rev,nan
r1667_rev,nan
r1668_rev,nan
r1669_rev,nan
r1670_rev,nan
r1671_rev,nan
r2079_rev,nan
r2080_rev,nan
r2081_rev,nan
r2082_rev,nan
r2083_rev,nan
r2084_rev,nan
r2085_rev,nan
r2086_rev,nan
r2087_rev,nan
r2088_rev,nan
r2089_rev,nan
r2090_rev,nan
r2091_rev,nan
r2092_rev,nan
r2093_rev,nan
r2094_rev,nan
r2095_rev,nan
r2096_rev,nan
r2097_rev,nan
r2098_rev,nan
r2099_rev,nan
r2100_rev,nan
r2101_rev,nan
r2102_rev,nan
