Gene ID	UniProt Accession	
5160	P08559; Q53H41; Q9NP12; A0A024RBX9; B2R5P7; Q9UNG4; Q5JPT8; A5YVE9; B7Z3X5; Q9UNG5; Q9UBJ8; Q9UBU0; B7Z3T7	
51604	G8JLF5; B2RND5; B7Z7I8; Q2NL69; Q9Y2Z5; E1P622; B7Z3N1; Q7Z3N7; Q9BQY8; Q969N2; Q9BQY7; Q9UJG6; B7Z1N3	
51606	Q9H3E3; Q9Y300; A0A024R7U9; Q6PK44; A0A024R7X3; B3KMR0; B3KUZ7; Q9UI12	
5161	B2R9Q3; Q0VDI5; Q6NXQ1; P29803; Q4VC02	
5162	Q9BQ27; P11177; B2R7L0; B4DDD7; Q6FH45; Q9UFK3	
5167	P22413; Q9Y6K3; Q9NPZ3; Q5T9R6; Q9UP61; Q9P1P6	
5168	A8UHA1; Q14555; Q15117; Q9UCR2; Q9UCR3; Q9UCQ8; Q13822; Q9UCR0; Q13827; Q9UCR4; Q9UCR1; E9PHP7	
5169	O14638; Q5JTL3	
517	B3KQQ6; Q06055	
51700	Q9BVA3; A8K237; Q9UHJ0; Q6BCY4; Q9UF68	
51703	Q6UX44; Q9UIU4; A6GV77; Q9ULC5; D3DRB3	
51706	Q8NCL5; B2R8E0; O95329; Q9UHJ1; Q9UHQ9; A0PK21; Q53F73	
5172	O43511; B7Z266; O43170	
51727	E9PGI8; Q53GB7; Q5SVZ0; Q9UBQ8; B4DPU7; B2R6S5; Q9UIA2; P30085; Q96C07	
51733	Q9UBR1; Q9UIR3; A0A024R1H3; B3KNC1; A3KMF8	
518	B2R4Z0; D3DPF0; Q4ZFX7; P48201	
51805	Q9H0N1; Q9NZJ6; Q5T061; Q8IXG6; Q6P4F0; B3KPX0; Q96BG1	
51809	Q86SF2; Q7Z5W7; B3KQU3; Q9UJ28	
5184	A8K416; B4DDB7; Q8TBN9; Q9BT75; P12955; A8K3Z1; A8MX47; B4DGJ1; A8K696; A0A140VJR2; E9PCE8	
5198	O15067; Q6P4B4; A6H8V8; A8K9T9	
52	Q16036; A0A140VK37; A8K1L9; P24667; Q3KQX8; Q53RU0; Q16725; Q59EH3; P24666; B5MCC7; Q16035	
5207	Q5JXS5; Q99951; P16118; B4DUN5; B2RA88; I1Z9G4	
5208	Q9H3P1; O60824; Q5VVQ3; Q5VVQ4; O60825	
5209	Q5VX19; Q5VX15; B7Z8A0; O75902; Q16875; O43622; Q5VX18; B7Z955	
521	P56385; Q0D2L9	
5210	Q5XLC3; Q64EX5; Q16877; Q66S35; Q5S3G5; B7Z5C3; Q5XLC2	
5211	Q96A64; P17858; Q96IH4; Q9BR91; Q7L2M7	
5213	J3KNX3; Q16814; Q16815; A0A024R0Y5; P08237; Q6ZTT1	
5214	Q01813; Q5VSR8; Q5VSR7; B3KS15	
522	Q6NZ59; Q6IB54; J3KQ83; P18859	
5223	B7Z9E5; Q9BWC0; P18669; Q6FHU2	
5224	P15259	
5226	A8K2Y9; B4E2U0; Q9BWD8; P52209; B4DQJ8	
523	P38606; Q96DY6; Q9UHY3; B2RBR8; D3DN75; Q53YD9; B7Z1R5	
5230	A8K4W6; B7Z7A9; V9HWF4; P00558; Q6IBT6; Q5J7W1; Q8NI87	
5232	B2R6Y8; A0A140VJR3; Q9H107; P07205	
5236	Q5BKZ9; Q96J40; B7Z6C2; Q6NW22; B4DDQ8; Q16105; Q16106; B2R5N9; B4DPV0; Q9NTY4; P36871; Q86U74	
5238	B4DX94; Q96J46; Q9UIY2; D6RF12; A0A087WT27; E9PF86; Q5JWR4; Q9NS94; O95394; B2RB65; Q9NTT6; Q9UFV5; Q9H8G5; E1P547	
5244	A4D1D4; P21439; A0A2V7; D6W5P3; Q14813; A4D1D3; A4D1D5; D6W5P4	
525	P15313; Q53FY0; Q6P4H6	
5250	Q96A03; A0A024RBH9; Q00325; Q7Z7N7; B3KS34; A0A024RBE8; Q6MZF9	
5251	B4DNS0; Q2M325; P78562; B4DWG8; Q13646; Q93032; Q99827; O00678	
526	A0A140VK65; Q15859; Q96IR0; P21281; Q14544; D3DSQ5; B2R5Z3	
5264	A8MTS8; O14832; B1ALH5	
5265	Q96ES1; Q13672; Q9UCM3; B2RDQ8; Q5U0M1; Q7M4R2; Q86U18; Q86U19; E9KL23; P01009; Q96BF9; Q9P1P0; Q9UCE6; Q0PVP5; Q53XB8; A6PX14	
527	P27449; Q6FH26	
5277	Q16250; Q16025; P37287; B4E0V2	
5279	Q92535; O14491	
528	A0A024R9I0; P21283	
5281	Q8WW20; Q07326; Q6IB04	
5283	Q14442; B2RAA4	
5286	B4DG55; O00443; B0LPH2; L7RRS0; B4E2G4; Q14CQ9	
5287	A2RUF7; Q5SW99; Q4LE65; O00750; O95666	
5288	B7ZLY6; F5H369; O75747; A1L3U0	
5289	Q8NEB9; B4DPV9; A8MYT4; Q15134	
529	A8MUN4; Q53Y06; P36543; A8MUE4	
5290	Q14CW1; Q4LE51; P42336; Q99762	
5291	Q24JU2; P42338; D3DNF0; B4DER4	
5293	A6NCG0; G1FFP1; O15445; Q5SR49; O00329; B7ZM44; A7E2E0	
5294	P48736; A0A024R720; Q8IV23; A4D0Q6; Q9BZC8; A8K9G9	
5295	Q4VBZ7; P27986; B3KT19; D3DWA0; E7EX19; Q8IXA2; Q8N1C5; Q15747; Q53EM6	
5296	Q9UPH9; O00459; Q5EAT5	
5297	Q7Z625; Q4LE69; J3KN10; P42356; Q9UPG2; B4DYG5	
5298	O15096; Q9UBF8; Q9BWR6; Q5VWB9; Q5VWC0; B4DGI2; P78405; A0A0B4J1S8; Q5VWC1	
53	Q9BTU7; P11117; B7Z6L8; E9PCI1; E9PHY0; B7Z8T9; Q561W5; B7Z6T8; B7Z7D2; B7Z552; B7Z4Z2; E9PQY3	
5305	P48426; D3DRV1; B0YJ66; Q5VUX3; B4DGX2; P53807	
5313	O75758; P30613; P11973	
5315	A6NFK3; A0A024R5Z9; B2R5N8; B4DUU6; B4DNK4; P14618; Q9UCV6; Q9UPF2; P14786; Q53GK4; Q96E76; Q9BWB5; B4DFX8; V9HWB8; B3KRY0	
5319	B2R4H5; P04054; Q3KPI1	
5320	A8K5I7; Q6DN24; A0A024RA96; P14555; Q6IBD9; Q9UCD2	
5321	B1AKG4; B4DZI4; Q29R80; P47712	
5322	Q8N435; P39877	
533	Q6IB32; Q99437; D3DPY5; E9PNL3	
5330	Q59F77; B9EGH5; Q9BVT6; Q00722; A8K6J2	
5331	A5PKZ6; Q8N1A4; Q01970; G5E960	
5332	Q9BQW6; Q17R56; Q5JYS8; Q5JYT4; Q9BQW5; Q9BQW8; Q15147; Q5JYS9; Q5JYT0; Q9UJQ2; E2QRH8; Q5JYT3; B7ZLK6	
5333	B3KR14; Q86VN8; A8K8F9; P51178	
5334	Q53SD3; Q15111; Q3MJ90; Q7Z3S3	
53343	Q96KB3; Q8NCB9; Q9BW91; Q8NBN1; Q8NG25; Q8NG26; A0A024RDI6	
5335	Q2V575; Q4LE43; E1P5W4; Q9UFY1; P19174; B7ZLY7; B9EGH4	
53354	A6NIP0; Q7RTX6; Q7Z495; Q8TBQ8; Q8TE04	
5336	P16885; Q3ZTS2; D3DUL3; Q969T5; Q59H45	
5337	Q59EA4; Q13393	
5338	Q6PGR0; I3L2C9; O43580; O43540; O14939; O43579; Q96BY3	
534	Q2L6F8; O95670; Q5HYU8; B5MEF0; Q6NVJ2; Q5RJ63	
5340	Q5TEH5; Q15146; P00747; Q6PA00; Q5TEH4	
535	Q53X12; Q9NSX0; B7Z3B7; Q53ET5; Q93050; Q8N5G7; Q5CZH6	
5351	B4DR87; Q9H132; Q96AV9; A0A024R4H0; Q02809	
5352	O00469; B3KWS3; Q59ED2; Q8N170	
53630	A0AV48; A0AV50; Q9NVH5; Q9HAY6	
5372	Q92586; A0A024R1U5; A8K003; Q92871	
5373	A0A0S2Z4J6; A8K672; O15305; B7Z6R0; D3DUF3; Q59F02	
539	Q6IBI2; B2R4E2; P48047; Q5U042	
53905	Q9NRD9; A6NH28; Q14C94; Q6ZMB3; Q6ZR09; Q9NZC1	
53919	Q9NYB5; B7Z251; B7Z8P1; F5GZD6; B7Z3Q3; Q5JPA4	
53947	A0A0S2Z5J1; B2R7C4; Q9NPC4; Q9P1X5	
54	P13686; Q6IAS6; Q9UCJ6; Q2TAB1; Q9UCJ7; A0A024R7F8; Q9UCJ5; A8K3V2	
54020	Q9HAQ1; P57057; D3DSJ7	
5406	P16233; Q5VSQ2	
5407	Q9BS82; Q68D83; Q8TAU2; P54315; Q68DR6	
5408	P54317; A8K627; Q6IB55	
5409	A8MT87; P11086	
54187	Q9NR45; Q9NVD4; B2RE98; Q8WUV9; Q9BWS6	
54344	Q9P2X0; Q5SR62; Q86TM7; A0A140VJI4; Q9BXN5; Q9BXN4; Q5SR63	
54363	Q9UJM8; A8K058; Q9UPZ0; Q9Y3I7; Q14CQ0	
54407	Q96QD8; Q9P2G5; A0A024R0W3; Q6IA88; Q6ZMG2; Q9NVA8; Q8NHT5; Q9HAV3	
54480	Q9P2E5; Q6UXD2; Q6P2I4; B2DBD8; B3KPG6; G5E9W2	
54490	B5BUM0; Q9BY62; Q9BY63; Q9BY64	
54511	B1AQ42; B3KNV0; B7Z212; Q8TB92; Q6ZSA9; Q9NT06; B7Z1S7; O95896; F8W793	
54539	Q9NX14; Q9BXX9; Q5JRR4; Q8WZ96; Q5JRR3; Q6IAB6	
54575	Q6NT91; Q9HAW8; Q7Z6H8; Q5DT02; O00474	
54576	B2R8S3; B8K290; Q8WX85; Q8TEX4; Q8WTQ9; O14928; Q9HAW9; Q5DSZ6	
54577	B8K293; O00473; Q9HAW7; Q5DSZ7	
54578	Q5DT01; P19224; B8K289; Q96TE7; Q5DSZ8; A6NKK6	
54579	P35504; Q5DSZ9; B8K294	
54600	Q9HAX0; B8K285; Q5DSZ5; P36509; O60656	
5464	Q6P7P4; Q9UQJ5; Q5SQT7; Q2M348; Q9Y5B1; Q15181; V9HWB5	
54657	B2R937; P22310; Q5DT00; B8K288	
54658	P22309; A6NJC3; B8K286; Q5DT03	
54659	B8K287; Q5DT01; P35503	
54675	Q27RP0; E9PAT4; Q69YQ5; Q9UJA2; D3DW09	
54677	Q86V17; Q9UKG9; E7EQF2; Q9Y6I2; Q8IUW9; A4D1D6	
54682	Q8NEC1; Q9NW60; Q9H8J5	
5471	A8K4H7; Q59G63; Q06203	
54716	Q9NPQ2; Q9NQ77; O75590; B7ZLW4; Q8TF10; Q9NP91; A1A4F2	
5476	B4E324; X6R8A1; P10619; Q96KJ2; Q561W6; Q9BW68; X6R5C5; Q9BR08; Q5JZH1; B2R798	
548596	P12532; Q32NF6; Q0VAM3; B7ZA09; Q53FC4; B4DIT8	
54872	B4DKC7; Q7L5Y4; Q96SY9; Q9NXG5; Q5H8A4; E7EWV1; Q8N866; Q9BVT7; Q8NCI4; Q6UX31; Q8NCC9; D6RFE8; Q2TAK5	
54898	Q86W94; Q9NXB9; A0A024QZV3; Q6P9E1	
549	B1ALV7; B1ALV8; Q13825; Q8WUE4; B4DYI6	
54963	Q9NWZ5; Q5JWV0; B7Z8N2; Q70AQ5; Q8N524; Q9H3Z2; Q53HM1	
54965	Q8TBF5; Q9NWZ2	
5498	P50336; Q5VTW8; B4DY76; D3DVG0	
54981	Q5W124; Q5W125; Q8N430; Q9NWW6	
54995	A0A024R2Q9; Q9NWU1; B4E3Q7	
55	D3DNC6; Q96KY0; Q96QK9; Q96QM0; Q5FBY0; P15309	
55065	Q86UT0; B5MEV2; Q6P9E0; Q9NWF4; B5MEV1	
55089	Q969I6; A0A024R0X7; A8K553	
55163	B4E152; B4E1D7; Q9NVS9; D3DTT9; B4E0V0; V9HW45	
55191	Q86SN2; Q6IA69; Q9HA25; B3KUU4; Q9NVM8	
55217	B4E3R3; A8K6M9; Q6IA90; Q8TBT0; Q9NVH6; Q5TZB5	
55224	B7Z7K1; B7Z1G7; A0A024R9A8; A0A024R976; Q9NVF9; Q68CK3; Q5SXX5; Q96G05	
55229	Q53EU3; Q7RTX3; Q9NVE7; Q5TA84; Q9H3X5; B9DI84	
55268	Q86YB7; D3DQ36; Q9NV38; F6RJU0	
55276	Q53FP5; Q96G03; Q5QTR0; Q9NV22; B4E0G8; Q9H0P9	
55293	B4DL43; Q96FF5; F5H6L6; H7BYD6; B4DWH4; Q8IX04; B2RB69; Q6P2F0; Q9NUX7; B4DIA9	
55301	Q5VUB6; Q9NV23; Q9NUW1	
55304	A2A2I4; B9EK64; Q5T1U4; Q9NUV7; Q05DQ8; Q9H1Z0; Q8N2H1; Q9H1L1	
55312	Q9NUT7; Q969G6; Q5JSG9; B2RDZ2	
55315	B4E2Z9; B7ZA37; Q0VAM9; Q7RTT8; Q9BWI2; Q9NUS9; Q9BZD2; B2RB50; Q5T465; Q8IVZ0	
55326	Q9NUQ2; Q9BQG4; A0A024R640; Q8IZ47	
55343	Q9BV76; Q9NUJ8; B2RDB2; B3KQH0; Q96A29	
55349	Q9NY17; Q8NE62	
55350	B2DFY0; B2RBK8; B2DFY8; B2DFY5; Q3SX90; Q9BQY2; B2DFY7; B2DFY1; B2DFY3; Q9NY84; B2DFY6	
55361	D3DR59; Q9NSG8; Q9BTU6	
5538	P50897; B4DY24; Q6FGQ4	
55454	B3KWL7; A0A0S2Z5F9; A0A0S2Z5F5; Q8N6G5; Q6MZP6; Q8TCH4; Q6MZJ5; A0A0S2Z5K4; Q9P1I6	
55500	G5E969; Q9HBU6	
55501	Q9NRB3; A4D1Z9; Q502W3; Q9NXY7; A0A024R860	
55512	A8K0T6; B7ZL82; Q9NY59; Q2M1S8	
55568	B3KXC9; Q6IN56; Q96IV2; Q86SR1; Q9H8E1; Q8IXJ2; Q86VP8; Q8TEJ2; Q9Y4M4	
55577	B4DLZ5; Q9BVP0; Q9BS29; Q9NV37; Q9UJ70; C9JEV6; Q53HD5; Q6IA84	
55586	Q5S8C9; Q9UGB7; Q05DJ6; Q9UHB8; Q9BZZ1	
55627	B4DRB8; Q9NXE4; Q9H0M2; B1PBA3; B4DWK7; E7ESA2; E9PCE6; B4DM23; Q6P1P7; Q6ZT43; H7BXF4; Q9NWL2; Q9P2C9; B4DQ31; B4E0L6; Q9NW20; Q6FI76	
55650	Q9NX26; Q5JYG7; Q9NUD9; Q5JYG8; Q5JYG9; D3DPL2	
55748	V9HWE5; Q96KP4; B3KUG4; Q8WY59; Q9BQ94; Q9NVB4	
55790	Q6P9G6; Q9NSQ7; Q8TDX6; Q8IUF9; B2RBE4; Q9NUM9	
55808	Q9NSC7; Q9NSC6; Q6UW90	
55811	Q9NNX0; Q8WXV4; Q96PN6; O95558; Q5R330; B4DZF0; Q5R329; F5GWS5; A0A0K0K1J8	
55825	Q53TC4; Q6IAK9; B2RE42; Q9P1A4; Q9BY49; Q9NY60; Q9NRD4	
55902	Q5QPH3; Q4G0E8; A6NLR6; Q9NR19; Q6DKJ3; Q96FY7; A6NE90; Q96EL0; Q5QPH2; Q8N238; Q9NQP7; Q9UJ15	
55907	Q8NFW8; Q9NQZ0; Q96AX5	
55967	Q9BRV6; Q9UI09; Q53XX0; F8VQS7	
56052	B4DP08; Q6UVZ9; Q8N5Y4; Q9P2Y2; Q9BT22	
5625	Q147W8; Q9UF13; Q0P507; Q6NV86; O14680; Q504W1; Q59FI8; A6NF53; O43272	
56267	O95335; B4DW13; Q6YP21; Q9BVY5; B3KQ13; Q5T9T8; Q5JS27; Q5T9T7; Q6AI27; Q6ICW1	
56301	Q9NS82; B2RE84	
5631	P60891; B4DNL6; P09329; D3DUX6; B1ALA8; B7ZB02; B2R6T7	
5634	Q0VDH9; A0A140VK41; P11908; Q15245; Q0VDI0; Q2TAK7	
56474	Q9H809; Q9BRI0; Q9NRF8; B3KWM2; A0A024RC00; Q9H8K9	
56548	O75667; Q9NS84	
56603	B7Z3B8; Q9NP41; B7Z2K6; B7Z2P4; B2R8M7; E4W5W7; Q9NR63; Q32MC0; Q53TW1; E7ER08	
56606	Q0VGC4; Q4W5D1; Q96P00; Q9NRM0; Q8WV30	
56623	Q15734; Q9NRR6; Q6PIV5	
56848	B3KV83; A0T4C8; A0A024QZH5; B4DU87; E9PCV4; Q9NRA0; Q9BRN1; Q9H0Q2; Q9NWU7	
56894	Q9NRZ6; Q6ZUC6; Q8N3Q7; Q9NRZ7; D3DSL2; Q3ZCU2; Q6UWP6	
56895	Q9NRZ5; B4DSF9; Q5TEF0	
56913	Q96QH4; Q9BTU1; Q9NS00; A0A024RA32	
56922	Q9H959; Q96RQ3; A0A0S2Z693; Q68D27; Q9NS97; Q59ES4; E9PHF7	
56953	Q9NPB1; Q2I378; A6NCJ5	
56954	V9HW91; D3DN47; Q8WUF0; Q9NQR4; B2R9A3	
56994	Q7Z7H0; Q7Z7H1; Q8IWQ5; Q9Y6M6; Q8IWQ4; Q9NRQ7; Q7Z7H2; Q8WYI4; Q8WUD6; B3KQM2; Q9NRQ6	
570	Q14032; Q96L31; Q3B7W9	
57026	A0A024R1I3; Q96GD0; Q9UGY2	
57030	Q6PCD0; B4DFR9; B4DG46; Q9P2U7	
57084	Q9P2U8; A6NKS2	
57094	Q9NRI9; Q8N4T0; Q8NEX8; Q8TDE8	
57127	Q6YJI2; Q5SZW4; Q5SZW7; Q6P193; Q6YJI3; Q9H310; A8K475; Q5SZW6	
57134	Q59G34; A6NNE2; Q9Y545; Q9NR34; B2RNP2	
57171	Q86YN1; Q96GF8; B0QZG4; A0A0A6YYB0; A8K3U8; Q9Y3G1; A0A024R8B5	
57194	Q969I4; O60312; Q4G0S9	
5723	Q7Z3S5; P78330; A0A024RDL3; B2RCR5	
5728	Q6ICT7; B2R904; F2YHV0; O00633; O02679; F6KD01; P60484; A0A0U1RR63	
57282	Q6U841; B7Z1R0; B7Z2J0; F8W675; Q4ZFX6; B7ZLC5; Q8TCP2; Q9HCQ6; B9EG69; C9J240	
5730	Q9UCC9; B2R727; Q5SQ10; Q7M4P3; Q9UCD9; P41222; Q9UC22; A0A024R8G3	
57379	Q546Y9; Q9GZX7; Q8NFC1; Q6QJ81; Q7Z599; Q6QJ80	
57393	B2R9M1; Q6UW07; Q9HBJ8	
5740	Q16647; Q3MII8; Q9HAX3; Q9HAX2; Q9HAX4	
57419	Q9BQL7; Q9BQY3; Q9BQJ9; B1AKV7; Q9HC58; Q9H519	
5742	A0A087X296; Q3HY28; Q5T7T8; B4DHQ2; A8K1V7; B4E2S5; P23219; Q15122; Q3HY29; Q5T7T7; Q5T7T6	
5743	A8K802; Q16876; P35354	
57468	Q9H4Z0; Q9H2X9; Q5VZ41; A2RTX2; Q9ULP4	
57486	Q9BYT8; Q9ULJ4	
57571	A5YM72; E9PK38; Q8N467; B4DFC6; Q9P2F3; A8K1M3; F5H427	
57665	Q9HBH5; Q53RX3	
57678	Q8N1G6; Q9HCL2; Q5VW51; Q86T70; Q86TA3	
57733	B7Z536; A8K9N1; Q53GG8; Q32LY7; Q8NHT8; Q9H3T4; Q9H4C6; Q3MIH4; Q6NSF4; Q9H227	
57818	Q9NQR9; E9PAX2; Q6AHZ0	
57834	Q9HBI6; O75254; A0A024R7G0; A8K059; Q96AQ5	
57835	Q96DS8; Q9BY07; Q96DS7; Q8WXD3; Q8WXD7; Q32MA7; Q59EQ9; Q9HBU5	
5805	B0YJ87; Q03393; Q8WVG8	
5825	Q15271; Q9H529; P28288; Q96DA3; D3DT46; Q6NUN5	
5831	Q96DI6; E2QRB3; Q8TBX0; A6NFM2; B4DMU0; Q9HBQ4; A0A024R8U9; P32322; Q6FHI4	
5832	Q5T566; Q5T567; B7Z350; B7ZLP1; O95952; Q3KQU2; P54886; Q9UM72; B7Z5X8; B2R5Q4; D3DR44	
5833	B7Z4W6; F5H8B1; B3KSC8; Q96G08; B7Z7A5; Q6IBM3; Q99447; B7ZAS0	
5834	Q96AK1; P11216; Q9NPX8	
5836	O60567; A6NDQ4; O60913; O60752; P06737; B4DUB7; Q96G82; F5H816; Q501V9; Q641R5	
5837	A0AVK1; A6NDY6; P11217	
58508	Q8NC02; Q8NEZ4; Q8NDF6; Q9H9P4; Q9UDR7; Q9NR13; Q9P222	
58510	Q9UF12	
586	B7Z2M5; A0A024RAV0; B3KY27; F5H5E4; Q96MY9; P54687; B7Z5L0; Q68DQ7	
5860	A0A140VKA9; Q53F52; P09417; A8K158; B3KW71; Q9H3M5	
587	Q9BUU6; Q96KG1; Q9BTB6; B3KSI3; O00269; B2RB87; O15382	
59272	Q6UWP0; Q9BYF1; Q9UFZ6; Q86WT0; C7ECU1; Q9NRA7	
593	Q16034; Q16472; E7EW46; P12694; A0A024R0K3; Q59EI3; B4DP47	
594	P21953; Q9BQL0; A0A140VKB3; B7ZB80; Q5T2J3; B4E2N3	
5947	P09455; B7Z7A0; F2Z2F2; A0A0A0MQT0; E7EWV0; A8K2Q0; Q6FGX8	
5948	P50120; A8K7G3; Q6ISS7; Q6ISQ9	
5950	O43479; Q8WWA3; Q9P178; D3DR38; Q5VY24; O43478; Q5VY30; P02753	
5959	Q92781; O00179; Q8TAI2; A0A024RB18	
5973	P51606; Q96BI6; B4DNZ3	
6005	O43514; O43515; Q9H454; Q96E98; Q02094; Q7L8L3; B2R8T8	
60386	Q6V9R7; E9PF74; Q5JPC1; Q9HC21	
60481	Q5TGH5; Q7L2S5; Q59EL3; Q9NYP7; F6SH78; Q9UI22; B3KWH9; A0A0A0MTI6; B4DZJ2; Q6NXE7; Q8NCG4; A0A024RD35	
60482	Q53TF2; B2RCU2; B4DUU7; Q9GZV3; Q2T9H3	
60490	H3BU63; H3BRQ0; H3BSE3; Q9HC17; Q96SX0; Q96CD2; H3BQB0	
60496	B4DDW7; Q9C068; Q9NRN7; B2R6D1; Q9UG80; Q9Y389; Q9P0Q3	
60559	P61009; P12280; Q9H0S7	
6120	Q96N34; B4E016; O43767; Q8N215; Q96AT9; A8K4S0; Q9BSB5; C9IZU8; C9JPQ7; C9J9T0; Q53TV9	
6184	B2R5Z0; Q68DT1; P04843; D3DNB6	
6185	Q9UBE1; P04844; Q5JYR6; Q96E21; Q6IBA5; Q9BUQ3	
622	Q9BRZ4; Q02338; D3DXC0; Q96ET1	
6240	P23921; Q9UNN2; E9PL69; B4E0I8; B4DXD1	
6241	Q5WRU7; P31350; B2R9B5; J3KP43	
6303	Q6ICU9; P21673	
6307	A8K8Q3; D3DP32; Q32Q24; Q15800; A8MYF6	
6309	A0A024R3G4; O00119; Q9UK15; O75845; Q6GTM5	
6319	Q16150; O00767; B2R5U0; Q6GSS4; Q9BS07; Q9Y695; D3DR68; Q53GR9; Q5W037; Q5W038; Q96KF6	
6342	Q5VVZ1; Q99430; E1B6W5; F2Z3J1; P22307; A6NM69; B4DGJ9; Q15432; C9JC79; B4DHP6; D3DQ37; Q6NXF4; Q16622; B2R761; Q59HG9	
635	Q93088; Q9UNI9; V9HWA4	
6389	A8K5J6; A0A024QZ30; D6RFM5; P31040; Q59GW8; Q8IW48; Q9UMY5; E9PBJ5; Q16395; B4DJ60	
6390	Q9NQ12; Q0QEY7; P21912; B2R545	
6391	Q3C2H4; Q3C2D8; Q5VTH3; A0A0S2Z4C9; A0A0S2Z4B7; O75609; Q3C259; Q99643	
63917	Q8NCW6; Q6PCD1; Q9UDR8; B7Z5G5; B3KWF4; Q9H6C2; A0A090N7X6; Q9H6Z5	
6392	E9PIC0; Q53XW5; Q6IRW2; A0A0S2Z4J3; E9PIG3; A0A0S2Z4H7; O14521; E9PQI9; A6ND90; B3KQQ8	
64064	B2RBB4; Q5QPK4; Q9H1I4; Q8NHR1; Q9BYC2	
64077	B3KP20; Q5VUV9; Q9H008; Q2TBE9; Q5VUW0; Q5T1Z0	
64078	A8K9Y4; F5GYE3; B1AML0; B4E2S8; B2RA51; Q9HAS3	
64080	Q9H477; A9UK04; B4DV96	
64087	A0A140VK29; Q9Y4L7; Q9HCC0; A6NIY9; Q96C27	
64131	Q86Y38; Q9H1B6	
64132	Q86V00; B4DT06; Q6UY41; Q9H1B5	
641371	Q86TX2; E9KL42; Q3I5F9; A1L173	
641372	Q3I5F7	
641649	C9K046; Q6ZNR0; Q6P434; C9J9D1; C9JZ62	
64220	A8K7F1; Q7Z3U9; Q9BX78; B7Z5M9; B7Z862; F5GYI8; B3KPB8; Q8TB21; Q7L9G1; I3L1G8; Q6PJF8; Q71RB9; Q9H9U8; D3DW54; Q9BX79	
64240	Q9H222; Q96QZ3; Q96QZ2; Q2T9G2	
64241	Q53QN8; Q9H221	
644	A8K747; Q86UX0; Q9BRW8; A0A140VJF4; P53004; O95019; Q96QL4	
6448	A8K5E2; P51688	
64499	O95827; Q15664; Q9UQI6; A0A140VJT7; D2E6S0; D2E6S2; Q9UQI7; P20231	
645	B2R5C6; V9HWI1; P32078; Q32LZ2; P30043; P53005; A6NKD8	
645740	-	
64579	A8K0V5; Q9H3R1; Q2KHM8	
64600	Q9BZM2; Q5R385; Q8N217; Q9H506	
6470	B4DPM9; P34896; D3DXD0; Q9UMD2; Q9UMD1; Q96HY0	
64711	J3KR40; Q96QI5; Q96RX7	
6472	O00740; B4DJQ3; B7Z9F1; E7EQ19; E7EU43; B4DLV4; P34897; Q8N1A5; V9HW06; Q5BJF5; A0A024RB99; Q5HYG8	
6476	Q1JQ80; P14410; A2RUC3; Q1RMC2	
64772	Q659F0; Q8TB86; Q9H6U4; Q8NFI3	
64781	Q8TCT0; A0A024R4U8; Q9UGE5; A0JNT4; A8K611; Q6NX59; Q9BYB3	
6480	P15907; B2R513; A8KA14; D3DNV3	
64802	B1AN62; Q9HAN9; Q9H247; B1AN63; Q8TAE9; A0A024R4E1; Q9H6B6	
64816	Q9HB53; Q75MK3; Q9HB54; Q9HB57; Q9HB52; Q495Y1; Q75MK2; Q9HB55	
6482	Q11201; O60677; Q9UN51; A0A024R9L6	
6483	A0A024QZA4; B3KXG9; Q16842; O00654	
64834	Q53HT2; Q9Y396; Q9BW60; B4DP24; Q8WXU3; Q5JUY3; Q9NVD9	
6484	Q11206; Q8N6A6; O60497; Q8NFG7; Q6IBE6; A8K6B2; Q96QQ9	
64841	Q96EK6; A0A024R649	
64849	B4DIR8; Q9NQN5; Q5JYD0; Q5JYD1; Q8IVB1; Q8N8K4; B4DF27; Q9BR25; F6WI18; Q8WWT9; Q96MM5; Q9H3W4; E1P5U4; Q5JYC9; Q5TCQ2; Q9H1G1; Q9NS04	
64850	B7Z1Y0; E9PBY0; Q9H174; Q8TBG4; E7ENR6	
6487	Q8IX45; Q8IX57; Q5T4Y2; A9Z1W2; Q86UR7; Q8IX41; D3DPX8; Q8IX42; Q8IX51; Q8IX54; Q8IX56; Q5T4Y0; Q5T4Y3; Q86US2; Q5T4X9; Q11203; Q5T4Y4; Q5T4X7; Q86US0; Q8IX47; Q8IX50; Q5T4W9; Q8IX52; Q8IX53; Q8IX55; B4DX62; Q86UR8; Q86US1; Q8IX48; Q86UR6; Q8IX43; Q8IX46; Q5T4X0; Q5T4X8; Q86UR9; Q8IX44; Q8IX49; Q8IX58	
6489	Q17RL0; Q6PZN5; Q92185; A8K4H6; Q93064	
64902	B7ZM47; Q53FY7; Q9BYV1; E9PDL7; Q53FB4; Q5W7Q1; Q53G03	
65010	Q96Q90; G3XAC1; Q9Y3Y1; B4DMZ1; Q548A7; Q96MZ1; A0A0C4DFT5; Q9BXS9; Q9NQU1	
6505	P43005; Q5VZ24; Q8N199; O75587; Q9UEW2	
6506	Q14417; Q541G6; P43004; A2A2U1; U3KQQ4; B4DQE9	
6507	A0A087WT87; P43003; Q8N169; B4DF14; A0A087X0U3; Q4JCQ8; Q7Z5T0; B2R5T3; A0A024R050	
6508	A8K1Q9; A6H8L2; B9EGD1; Q6YIQ9; B7ZVX6; P48751	
